REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2025/05/03 15:20:00,6419.81,5.07,TRADE
NSW1,2025/05/03 15:25:00,6557.83,5.03,TRADE
NSW1,2025/05/03 15:30:00,6661.1,17.72,TRADE
NSW1,2025/05/03 15:35:00,6737.03,36.52,TRADE
NSW1,2025/05/03 15:40:00,6900.76,4.91,TRADE
NSW1,2025/05/03 15:45:00,6940.8,8.94,TRADE
NSW1,2025/05/03 15:50:00,7015.54,40.61,TRADE
NSW1,2025/05/03 15:55:00,7073.88,27.68,TRADE
NSW1,2025/05/03 16:00:00,7254.98,77.68,TRADE
NSW1,2025/05/03 16:05:00,7353.8,0,TRADE
NSW1,2025/05/03 16:10:00,7347.83,31.25,TRADE
NSW1,2025/05/03 16:15:00,7555.43,60.02,TRADE
NSW1,2025/05/03 16:20:00,7619.74,76.50,TRADE
NSW1,2025/05/03 16:25:00,7716.84,76.59,TRADE
NSW1,2025/05/03 16:30:00,7819.56,86.93,TRADE
NSW1,2025/05/03 16:35:00,7917.57,60.01,TRADE
NSW1,2025/05/03 16:40:00,7876.1,81.34,TRADE
NSW1,2025/05/03 16:45:00,8034.56,82.26,TRADE
NSW1,2025/05/03 16:50:00,8139.88,98.42,TRADE
NSW1,2025/05/03 16:55:00,8224.1,134.29,TRADE
NSW1,2025/05/03 17:00:00,8216.5,119.98,TRADE
NSW1,2025/05/03 17:05:00,8297.14,100.84,TRADE
NSW1,2025/05/03 17:10:00,8281.33,89.03,TRADE
NSW1,2025/05/03 17:15:00,8324.49,109.71,TRADE
NSW1,2025/05/03 17:20:00,8373.07,120,TRADE
NSW1,2025/05/03 17:25:00,8368.54,89.89,TRADE
NSW1,2025/05/03 17:30:00,8493.35,128.03,TRADE
NSW1,2025/05/03 17:35:00,8558.21,131.08,TRADE
NSW1,2025/05/03 17:40:00,8559.78,126.84,TRADE
NSW1,2025/05/03 17:45:00,8652.2,95.70,TRADE
NSW1,2025/05/03 17:50:00,8755.27,120,TRADE
NSW1,2025/05/03 17:55:00,8777.35,128.77,TRADE
NSW1,2025/05/03 18:00:00,8761.6,129.71,TRADE
NSW1,2025/05/03 18:05:00,8788.3,126.83,TRADE
NSW1,2025/05/03 18:10:00,8767.07,134.56,TRADE
NSW1,2025/05/03 18:15:00,8808.6,130.79,TRADE
NSW1,2025/05/03 18:20:00,8694.55,80.01,TRADE
NSW1,2025/05/03 18:25:00,8716.21,96.33,TRADE
NSW1,2025/05/03 18:30:00,8769.77,92.57,TRADE
NSW1,2025/05/03 18:35:00,8651.67,92.59,TRADE
NSW1,2025/05/03 18:40:00,8618.37,90.96,TRADE
NSW1,2025/05/03 18:45:00,8632.78,85.40,TRADE
NSW1,2025/05/03 18:50:00,8584.78,80.01,TRADE
NSW1,2025/05/03 18:55:00,8549.75,80.01,TRADE
NSW1,2025/05/03 19:00:00,8563.98,76.58,TRADE
NSW1,2025/05/03 19:05:00,8562.83,76.80,TRADE
NSW1,2025/05/03 19:10:00,8582.83,76.80,TRADE
NSW1,2025/05/03 19:15:00,8538.48,76.80,TRADE
NSW1,2025/05/03 19:20:00,8464.87,76.56,TRADE
NSW1,2025/05/03 19:25:00,8427.26,76.80,TRADE
NSW1,2025/05/03 19:30:00,8484.26,76.80,TRADE
NSW1,2025/05/03 19:35:00,8451.05,80.01,TRADE
NSW1,2025/05/03 19:40:00,8383.61,80.02,TRADE
NSW1,2025/05/03 19:45:00,8397.14,80.02,TRADE
NSW1,2025/05/03 19:50:00,8413.49,80.02,TRADE
NSW1,2025/05/03 19:55:00,8388.14,80.02,TRADE
NSW1,2025/05/03 20:00:00,8345.45,80.02,TRADE
NSW1,2025/05/03 20:05:00,8312.21,73.61,TRADE
NSW1,2025/05/03 20:10:00,8240.42,76.80,TRADE
NSW1,2025/05/03 20:15:00,8284.26,80.02,TRADE
NSW1,2025/05/03 20:20:00,8252.61,76.80,TRADE
NSW1,2025/05/03 20:25:00,8276.61,76.80,TRADE
NSW1,2025/05/03 20:30:00,8184.89,76.80,TRADE
NSW1,2025/05/03 20:35:00,8174.89,76.80,TRADE
NSW1,2025/05/03 20:40:00,8133.42,76.80,TRADE
NSW1,2025/05/03 20:45:00,8150.82,76.80,TRADE
NSW1,2025/05/03 20:50:00,8169.03,76.80,TRADE
NSW1,2025/05/03 20:55:00,8214.58,76.80,TRADE
NSW1,2025/05/03 21:00:00,8196.91,75.27,TRADE
NSW1,2025/05/03 21:05:00,8065.89,74.52,TRADE
NSW1,2025/05/03 21:10:00,8051.65,75.20,TRADE
NSW1,2025/05/03 21:15:00,8111.92,76.10,TRADE
NSW1,2025/05/03 21:20:00,8069.47,75.25,TRADE
NSW1,2025/05/03 21:25:00,8053.29,74.89,TRADE
NSW1,2025/05/03 21:30:00,7995.72,60.01,TRADE
NSW1,2025/05/03 21:35:00,7946.74,75.23,TRADE
NSW1,2025/05/03 21:40:00,7914.53,76.40,TRADE
NSW1,2025/05/03 21:45:00,7946.53,76.25,TRADE
NSW1,2025/05/03 21:50:00,7859.29,60.01,TRADE
NSW1,2025/05/03 21:55:00,7741.78,60,TRADE
NSW1,2025/05/03 22:00:00,7722.54,56.98,TRADE
NSW1,2025/05/03 22:05:00,7748.71,70.12,TRADE
NSW1,2025/05/03 22:10:00,7888.32,76.59,TRADE
NSW1,2025/05/03 22:15:00,7772.91,72.95,TRADE
NSW1,2025/05/03 22:20:00,7801.62,73.43,TRADE
NSW1,2025/05/03 22:25:00,7748.42,72.57,TRADE
NSW1,2025/05/03 22:30:00,7759.64,69.73,TRADE
NSW1,2025/05/03 22:35:00,7755.52,73.15,TRADE
NSW1,2025/05/03 22:40:00,7727.49,74.97,TRADE
NSW1,2025/05/03 22:45:00,7690.12,73.15,TRADE
NSW1,2025/05/03 22:50:00,7685.12,76.14,TRADE
NSW1,2025/05/03 22:55:00,7686.93,76.15,TRADE
NSW1,2025/05/03 23:00:00,7665.14,74.15,TRADE
NSW1,2025/05/03 23:05:00,7682.86,76.80,TRADE
NSW1,2025/05/03 23:10:00,7673.17,76.80,TRADE
NSW1,2025/05/03 23:15:00,7561.96,76.59,TRADE
NSW1,2025/05/03 23:20:00,7604.69,76.59,TRADE
NSW1,2025/05/03 23:25:00,7513.19,76.80,TRADE
NSW1,2025/05/03 23:30:00,7474.64,75.79,TRADE
NSW1,2025/05/03 23:35:00,7392.69,76.38,TRADE
NSW1,2025/05/03 23:40:00,7465.39,76.80,TRADE
NSW1,2025/05/03 23:45:00,7400.09,76.41,TRADE
NSW1,2025/05/03 23:50:00,7328.78,72,TRADE
NSW1,2025/05/03 23:55:00,7306.96,60.32,TRADE
NSW1,2025/05/04 00:00:00,7342.59,60.01,TRADE
NSW1,2025/05/04 00:05:00,7292.21,75.56,TRADE
NSW1,2025/05/04 00:10:00,7428.16,80.02,TRADE
NSW1,2025/05/04 00:15:00,7346.15,76.80,TRADE
NSW1,2025/05/04 00:20:00,7341.69,76.80,TRADE
NSW1,2025/05/04 00:25:00,7285.96,72.21,TRADE
NSW1,2025/05/04 00:30:00,7234.11,72.25,TRADE
NSW1,2025/05/04 00:35:00,7177.51,76.80,TRADE
NSW1,2025/05/04 00:40:00,7197.71,76.80,TRADE
NSW1,2025/05/04 00:45:00,7150.63,76.80,TRADE
NSW1,2025/05/04 00:50:00,7160.05,74.78,TRADE
NSW1,2025/05/04 00:55:00,7158.59,76.59,TRADE
NSW1,2025/05/04 01:00:00,7152.54,76.59,TRADE
NSW1,2025/05/04 01:05:00,7077.67,74.31,TRADE
NSW1,2025/05/04 01:10:00,7063.87,74.84,TRADE
NSW1,2025/05/04 01:15:00,7078.75,76.58,TRADE
NSW1,2025/05/04 01:20:00,6964.06,73.53,TRADE
NSW1,2025/05/04 01:25:00,6890.78,61.22,TRADE
NSW1,2025/05/04 01:30:00,6859.53,60.01,TRADE
NSW1,2025/05/04 01:35:00,6827.52,73.65,TRADE
NSW1,2025/05/04 01:40:00,6847.01,74.10,TRADE
NSW1,2025/05/04 01:45:00,6834.78,74.11,TRADE
NSW1,2025/05/04 01:50:00,6773.23,60.01,TRADE
NSW1,2025/05/04 01:55:00,6778.4,60.01,TRADE
NSW1,2025/05/04 02:00:00,6736.81,60.01,TRADE
NSW1,2025/05/04 02:05:00,6646.64,60.01,TRADE
NSW1,2025/05/04 02:10:00,6712.05,60.01,TRADE
NSW1,2025/05/04 02:15:00,6576.3,60.01,TRADE
NSW1,2025/05/04 02:20:00,6638.72,60.01,TRADE
NSW1,2025/05/04 02:25:00,6453.32,57.01,TRADE
NSW1,2025/05/04 02:30:00,6449.35,57.01,TRADE
NSW1,2025/05/04 02:35:00,6488.12,57.01,TRADE
NSW1,2025/05/04 02:40:00,6459.18,60.01,TRADE
NSW1,2025/05/04 02:45:00,6450.37,57.01,TRADE
NSW1,2025/05/04 02:50:00,6471.57,60.01,TRADE
NSW1,2025/05/04 02:55:00,6409.14,57.01,TRADE
NSW1,2025/05/04 03:00:00,6453.84,60.01,TRADE
NSW1,2025/05/04 03:05:00,6436.18,60.01,TRADE
NSW1,2025/05/04 03:10:00,6402.51,74.89,TRADE
NSW1,2025/05/04 03:15:00,6354.39,57.01,TRADE
NSW1,2025/05/04 03:20:00,6412.64,74.47,TRADE
NSW1,2025/05/04 03:25:00,6395.16,57.01,TRADE
NSW1,2025/05/04 03:30:00,6308.8,56.98,TRADE
NSW1,2025/05/04 03:35:00,6341.5,57.01,TRADE
NSW1,2025/05/04 03:40:00,6352.24,57.01,TRADE
NSW1,2025/05/04 03:45:00,6393.44,75.46,TRADE
NSW1,2025/05/04 03:50:00,6296.15,57.01,TRADE
NSW1,2025/05/04 03:55:00,6286,57.01,TRADE
NSW1,2025/05/04 04:00:00,6331.71,74.89,TRADE
NSW1,2025/05/04 04:05:00,6347.72,76.42,TRADE
NSW1,2025/05/04 04:10:00,6336.03,64.36,TRADE
NSW1,2025/05/04 04:15:00,6265.19,58.50,TRADE
NSW1,2025/05/04 04:20:00,6246.51,64.03,TRADE
NSW1,2025/05/04 04:25:00,6333,76.80,TRADE
NSW1,2025/05/04 04:30:00,6295.33,76.55,TRADE
NSW1,2025/05/04 04:35:00,6321.32,76.58,TRADE
NSW1,2025/05/04 04:40:00,6318.43,76.58,TRADE
NSW1,2025/05/04 04:45:00,6362.15,76.58,TRADE
NSW1,2025/05/04 04:50:00,6306.81,58.80,TRADE
NSW1,2025/05/04 04:55:00,6359.14,76.58,TRADE
NSW1,2025/05/04 05:00:00,6371.88,76.12,TRADE
NSW1,2025/05/04 05:05:00,6278.19,57.01,TRADE
NSW1,2025/05/04 05:10:00,6374.62,58.61,TRADE
NSW1,2025/05/04 05:15:00,6371.06,75.93,TRADE
NSW1,2025/05/04 05:20:00,6417.17,76.58,TRADE
NSW1,2025/05/04 05:25:00,6368.38,65.13,TRADE
NSW1,2025/05/04 05:30:00,6433.76,76.80,TRADE
NSW1,2025/05/04 05:35:00,6432.99,76.73,TRADE
NSW1,2025/05/04 05:40:00,6449.25,76.58,TRADE
NSW1,2025/05/04 05:45:00,6487.98,76.58,TRADE
NSW1,2025/05/04 05:50:00,6414.31,76.12,TRADE
NSW1,2025/05/04 05:55:00,6421.22,76.21,TRADE
NSW1,2025/05/04 06:00:00,6527.46,76.64,TRADE
NSW1,2025/05/04 06:05:00,6520.89,60.02,TRADE
NSW1,2025/05/04 06:10:00,6640.74,76.36,TRADE
NSW1,2025/05/04 06:15:00,6659.46,64.79,TRADE
NSW1,2025/05/04 06:20:00,6737.79,76.80,TRADE
NSW1,2025/05/04 06:25:00,6750.58,76.80,TRADE
NSW1,2025/05/04 06:30:00,6798.4,76.80,TRADE
NSW1,2025/05/04 06:35:00,6830.12,76.59,TRADE
NSW1,2025/05/04 06:40:00,6803.55,76.58,TRADE
NSW1,2025/05/04 06:45:00,6887.82,76.80,TRADE
NSW1,2025/05/04 06:50:00,6781,75.81,TRADE
NSW1,2025/05/04 06:55:00,6881.79,60.02,TRADE
NSW1,2025/05/04 07:00:00,6918.54,58.48,TRADE
NSW1,2025/05/04 07:05:00,6947.45,60.02,TRADE
NSW1,2025/05/04 07:10:00,6961.25,60,TRADE
NSW1,2025/05/04 07:15:00,6994.21,57.01,TRADE
NSW1,2025/05/04 07:20:00,6955.24,50.20,TRADE
NSW1,2025/05/04 07:25:00,6921.1,50.28,TRADE
NSW1,2025/05/04 07:30:00,6882.52,36.50,TRADE
NSW1,2025/05/04 07:35:00,6936.2,40.20,TRADE
NSW1,2025/05/04 07:40:00,6766.88,-16.32,TRADE
NSW1,2025/05/04 07:45:00,6731.13,-16.28,TRADE
NSW1,2025/05/04 07:50:00,6653.7,-20.51,TRADE
NSW1,2025/05/04 07:55:00,6641.45,-21.81,TRADE
NSW1,2025/05/04 08:00:00,6524.93,-22.24,TRADE
NSW1,2025/05/04 08:05:00,6611.31,-21.78,TRADE
NSW1,2025/05/04 08:10:00,6573.91,-15.93,TRADE
NSW1,2025/05/04 08:15:00,6527.28,-20.05,TRADE
NSW1,2025/05/04 08:20:00,6499.27,-19.44,TRADE
NSW1,2025/05/04 08:25:00,6377.51,-15.71,TRADE
NSW1,2025/05/04 08:30:00,6400.68,-15.65,TRADE
NSW1,2025/05/04 08:35:00,6246.23,-16.75,TRADE
NSW1,2025/05/04 08:40:00,6170.67,-19.19,TRADE
NSW1,2025/05/04 08:45:00,6099.99,-19.53,TRADE
NSW1,2025/05/04 08:50:00,6181.08,-14.80,TRADE
NSW1,2025/05/04 08:55:00,6110.16,-19.65,TRADE
NSW1,2025/05/04 09:00:00,6052.89,-15.55,TRADE
NSW1,2025/05/04 09:05:00,6045.61,-19.65,TRADE
NSW1,2025/05/04 09:10:00,6044.62,34,TRADE
NSW1,2025/05/04 09:15:00,6046.83,-4.08,TRADE
NSW1,2025/05/04 09:20:00,5955.04,-20.51,TRADE
NSW1,2025/05/04 09:25:00,5868.75,-20.51,TRADE
NSW1,2025/05/04 09:30:00,5405.22,-21.96,TRADE
NSW1,2025/05/04 09:35:00,5449.76,-22.66,TRADE
NSW1,2025/05/04 09:40:00,5421.39,-22.52,TRADE
NSW1,2025/05/04 09:45:00,5419.63,-22.69,TRADE
NSW1,2025/05/04 09:50:00,5293.92,-23.22,TRADE
NSW1,2025/05/04 09:55:00,5295.06,-23.23,TRADE
NSW1,2025/05/04 10:00:00,5260.66,-23.84,TRADE
NSW1,2025/05/04 10:05:00,5289.38,-24.02,TRADE
NSW1,2025/05/04 10:10:00,5566.18,-21.55,TRADE
NSW1,2025/05/04 10:15:00,5472.81,-23.85,TRADE
NSW1,2025/05/04 10:20:00,5498.17,-20.51,TRADE
NSW1,2025/05/04 10:25:00,5428.31,-22.72,TRADE
NSW1,2025/05/04 10:30:00,5222.55,-23.12,TRADE
NSW1,2025/05/04 10:35:00,5066.67,-25.01,TRADE
NSW1,2025/05/04 10:40:00,5053.83,-22.83,TRADE
NSW1,2025/05/04 10:45:00,4918.96,-22.54,TRADE
NSW1,2025/05/04 10:50:00,5082.74,-23.81,TRADE
NSW1,2025/05/04 10:55:00,4945.38,-24.13,TRADE
NSW1,2025/05/04 11:00:00,4847.32,-24.42,TRADE
NSW1,2025/05/04 11:05:00,4759.15,-24.82,TRADE
NSW1,2025/05/04 11:10:00,4838.07,-23,TRADE
NSW1,2025/05/04 11:15:00,4790,-23.50,TRADE
NSW1,2025/05/04 11:20:00,4831.28,-24.92,TRADE
NSW1,2025/05/04 11:25:00,4745.79,-24.61,TRADE
NSW1,2025/05/04 11:30:00,4789.53,-24.01,TRADE
NSW1,2025/05/04 11:35:00,4739.19,-23.50,TRADE
NSW1,2025/05/04 11:40:00,4745.45,-23.50,TRADE
NSW1,2025/05/04 11:45:00,4645.76,-25.29,TRADE
NSW1,2025/05/04 11:50:00,4636.33,-26.08,TRADE
NSW1,2025/05/04 11:55:00,4565.96,-30,TRADE
NSW1,2025/05/04 12:00:00,4648.6,-25.13,TRADE
NSW1,2025/05/04 12:05:00,4634.35,-27.90,TRADE
NSW1,2025/05/04 12:10:00,4542.08,-27.90,TRADE
NSW1,2025/05/04 12:15:00,4666.68,-25.15,TRADE
NSW1,2025/05/04 12:20:00,4649.53,-27.90,TRADE
NSW1,2025/05/04 12:25:00,4709.06,-27.90,TRADE
NSW1,2025/05/04 12:30:00,4677.69,-27.90,TRADE
NSW1,2025/05/04 12:35:00,4710.98,-25.48,TRADE
NSW1,2025/05/04 12:40:00,4919.86,-26.29,TRADE
NSW1,2025/05/04 12:45:00,4907.85,-26.10,TRADE
NSW1,2025/05/04 12:50:00,4951.29,-26.01,TRADE
NSW1,2025/05/04 12:55:00,4956.01,-27.90,TRADE
NSW1,2025/05/04 13:00:00,4916.18,-25.78,TRADE
NSW1,2025/05/04 13:05:00,4852.84,-27.90,TRADE
NSW1,2025/05/04 13:10:00,4890.92,-27.90,TRADE
NSW1,2025/05/04 13:15:00,4926.09,-23.50,TRADE
NSW1,2025/05/04 13:20:00,4849.03,-23.50,TRADE
NSW1,2025/05/04 13:25:00,4910.83,-23.50,TRADE
NSW1,2025/05/04 13:30:00,4957.49,-24.86,TRADE
NSW1,2025/05/04 13:35:00,4895.49,-25.39,TRADE
NSW1,2025/05/04 13:40:00,4762.43,-26.52,TRADE
NSW1,2025/05/04 13:45:00,4860.11,-24.07,TRADE
NSW1,2025/05/04 13:50:00,4871.15,-23.50,TRADE
NSW1,2025/05/04 13:55:00,4908.86,-23.50,TRADE
NSW1,2025/05/04 14:00:00,4945.9,-21.76,TRADE
NSW1,2025/05/04 14:05:00,5235.06,-20,TRADE
NSW1,2025/05/04 14:10:00,5351,-10.58,TRADE
NSW1,2025/05/04 14:15:00,5538.74,-16.34,TRADE
NSW1,2025/05/04 14:20:00,5569.45,-19.29,TRADE
NSW1,2025/05/04 14:25:00,5593.78,-14.71,TRADE
NSW1,2025/05/04 14:30:00,5803.61,-14.85,TRADE
NSW1,2025/05/04 14:35:00,5915.57,-20.51,TRADE
NSW1,2025/05/04 14:40:00,5980.39,-19.25,TRADE
NSW1,2025/05/04 14:45:00,6043.25,35.88,TRADE
NSW1,2025/05/04 14:50:00,6053.5,35.88,TRADE
NSW1,2025/05/04 14:55:00,6182.78,48.44,TRADE
NSW1,2025/05/04 15:00:00,6311.15,81.02,TRADE
NSW1,2025/05/04 15:05:00,6433.6,87.03,TRADE
NSW1,2025/05/04 15:10:00,6397.3,-19.31,TRADE
NSW1,2025/05/04 15:15:00,6468.59,35.88,TRADE
NSW1,2025/05/04 15:20:00,6579.13,80.02,TRADE
NSW1,2025/05/04 15:25:00,6782.04,65.47,TRADE
NSW1,2025/05/04 15:30:00,6836.95,10.88,TRADE
NSW1,2025/05/04 15:35:00,6868.17,-14.79,TRADE
NSW1,2025/05/04 15:40:00,7003.44,40.87,TRADE
NSW1,2025/05/04 15:45:00,7084.79,60.02,TRADE
NSW1,2025/05/04 15:50:00,7154.84,54.92,TRADE
NSW1,2025/05/04 15:55:00,7273.13,76.59,TRADE
NSW1,2025/05/04 16:00:00,7296.16,98.78,TRADE
NSW1,2025/05/04 16:05:00,7368.13,34,TRADE
NSW1,2025/05/04 16:10:00,7465.68,36.75,TRADE
NSW1,2025/05/04 16:15:00,7566.92,76.59,TRADE
NSW1,2025/05/04 16:20:00,7564.69,61.47,TRADE
NSW1,2025/05/04 16:25:00,7700.02,80.01,TRADE
NSW1,2025/05/04 16:30:00,7740.53,96.59,TRADE
NSW1,2025/05/04 16:35:00,7913.21,78.79,TRADE
NSW1,2025/05/04 16:40:00,7915.36,115.25,TRADE
NSW1,2025/05/04 16:45:00,8118.99,143.27,TRADE
NSW1,2025/05/04 16:50:00,8117.25,132.32,TRADE
NSW1,2025/05/04 16:55:00,8194.71,174.71,TRADE
NSW1,2025/05/04 17:00:00,8412.6,299.98,TRADE
NSW1,2025/05/04 17:05:00,8447.33,138.34,TRADE
NSW1,2025/05/04 17:10:00,8410.23,138.62,TRADE
NSW1,2025/05/04 17:15:00,8411.57,132.21,TRADE
NSW1,2025/05/04 17:20:00,8522.72,134.58,TRADE
NSW1,2025/05/04 17:25:00,8570.8,152.77,TRADE
NSW1,2025/05/04 17:30:00,8723.55,119.98,TRADE
NSW1,2025/05/04 17:35:00,8766.83,139.97,TRADE
NSW1,2025/05/04 17:40:00,8848.91,142.82,TRADE
NSW1,2025/05/04 17:45:00,8897.63,159.31,TRADE
NSW1,2025/05/04 17:50:00,8840.55,159.94,TRADE
NSW1,2025/05/04 17:55:00,8865.04,139.46,TRADE
NSW1,2025/05/04 18:00:00,8946.4,154.77,TRADE
NSW1,2025/05/04 18:05:00,8910.39,154.83,TRADE
NSW1,2025/05/04 18:10:00,8927.3,141.15,TRADE
NSW1,2025/05/04 18:15:00,8901.95,142.53,TRADE
NSW1,2025/05/04 18:20:00,8968.78,155.52,TRADE
NSW1,2025/05/04 18:25:00,8909.16,142.10,TRADE
NSW1,2025/05/04 18:30:00,8891.11,150.74,TRADE
NSW1,2025/05/04 18:35:00,8899.55,145.94,TRADE
NSW1,2025/05/04 18:40:00,8957.03,159.94,TRADE
NSW1,2025/05/04 18:45:00,8896.24,158.04,TRADE
NSW1,2025/05/04 18:50:00,8743.09,141.82,TRADE
NSW1,2025/05/04 18:55:00,8675.12,119.98,TRADE
NSW1,2025/05/04 19:00:00,8681.02,139.35,TRADE
NSW1,2025/05/04 19:05:00,8731.19,136.79,TRADE
NSW1,2025/05/04 19:10:00,8628.58,119.98,TRADE
NSW1,2025/05/04 19:15:00,8600.65,119.98,TRADE
NSW1,2025/05/04 19:20:00,8560.99,119.98,TRADE
NSW1,2025/05/04 19:25:00,8485.6,108.50,TRADE
NSW1,2025/05/04 19:30:00,8533.11,119.98,TRADE
NSW1,2025/05/04 19:35:00,8495.45,119.98,TRADE
NSW1,2025/05/04 19:40:00,8498.3,119.98,TRADE
NSW1,2025/05/04 19:45:00,8421.25,119.98,TRADE
NSW1,2025/05/04 19:50:00,8384.5,119.98,TRADE
NSW1,2025/05/04 19:55:00,8387.8,119.98,TRADE
NSW1,2025/05/04 20:00:00,8358.71,102.12,TRADE
NSW1,2025/05/04 20:05:00,8361.98,132.94,TRADE
NSW1,2025/05/04 20:10:00,8348.02,104.33,TRADE
NSW1,2025/05/04 20:15:00,8298.85,119.98,TRADE
NSW1,2025/05/04 20:20:00,8300.09,108.89,TRADE
NSW1,2025/05/04 20:25:00,8264.67,108.89,TRADE
NSW1,2025/05/04 20:30:00,8223.6,103.61,TRADE
NSW1,2025/05/04 20:35:00,8208.02,108.50,TRADE
NSW1,2025/05/04 20:40:00,8226.88,108.50,TRADE
NSW1,2025/05/04 20:45:00,8217.63,108.50,TRADE
NSW1,2025/05/04 20:50:00,8113.5,102.94,TRADE
NSW1,2025/05/04 20:55:00,8100.14,97.47,TRADE
NSW1,2025/05/04 21:00:00,8045.04,86.94,TRADE
NSW1,2025/05/04 21:05:00,8101.83,80.01,TRADE
NSW1,2025/05/04 21:10:00,8028.53,77.53,TRADE
NSW1,2025/05/04 21:15:00,7960.05,80.01,TRADE
NSW1,2025/05/04 21:20:00,7936.43,76.93,TRADE
NSW1,2025/05/04 21:25:00,7896.47,76.80,TRADE
NSW1,2025/05/04 21:30:00,7883.57,76.80,TRADE
NSW1,2025/05/04 21:35:00,7816.93,77.12,TRADE
NSW1,2025/05/04 21:40:00,7791.55,76.80,TRADE
NSW1,2025/05/04 21:45:00,7782.49,78.22,TRADE
NSW1,2025/05/04 21:50:00,7669.75,76.80,TRADE
NSW1,2025/05/04 21:55:00,7728.02,76.59,TRADE
NSW1,2025/05/04 22:00:00,7695.74,76.39,TRADE
NSW1,2025/05/04 22:05:00,7652.77,76.80,TRADE
NSW1,2025/05/04 22:10:00,7696.82,76.80,TRADE
NSW1,2025/05/04 22:15:00,7672.69,76.80,TRADE
NSW1,2025/05/04 22:20:00,7667.09,76.80,TRADE
NSW1,2025/05/04 22:25:00,7601.65,76.80,TRADE
NSW1,2025/05/04 22:30:00,7535.02,72.40,TRADE
NSW1,2025/05/04 22:35:00,7522.37,76.58,TRADE
NSW1,2025/05/04 22:40:00,7479.83,76.58,TRADE
NSW1,2025/05/04 22:45:00,7543.7,76.80,TRADE
NSW1,2025/05/04 22:50:00,7501.63,77.58,TRADE
NSW1,2025/05/04 22:55:00,7430.88,76.58,TRADE
NSW1,2025/05/04 23:00:00,7436.04,76.58,TRADE
NSW1,2025/05/04 23:05:00,7371.95,76.80,TRADE
NSW1,2025/05/04 23:10:00,7355.6,76.59,TRADE
NSW1,2025/05/04 23:15:00,7269.96,76.58,TRADE
NSW1,2025/05/04 23:20:00,7207.29,76.80,TRADE
NSW1,2025/05/04 23:25:00,7194.66,76.59,TRADE
NSW1,2025/05/04 23:30:00,7175.73,76.50,TRADE
NSW1,2025/05/04 23:35:00,7165.88,76.80,TRADE
NSW1,2025/05/04 23:40:00,7213.7,76.80,TRADE
NSW1,2025/05/04 23:45:00,7035.35,73.10,TRADE
NSW1,2025/05/04 23:50:00,7041.32,73.56,TRADE
NSW1,2025/05/04 23:55:00,7017.26,76.58,TRADE
NSW1,2025/05/05 00:00:00,7040.27,76.58,TRADE
NSW1,2025/05/05 00:05:00,7004.59,77.38,TRADE
NSW1,2025/05/05 00:10:00,7051.56,79.33,TRADE
NSW1,2025/05/05 00:15:00,7021.07,76.80,TRADE
NSW1,2025/05/05 00:20:00,7014.31,76.80,TRADE
NSW1,2025/05/05 00:25:00,7001.57,76.80,TRADE
NSW1,2025/05/05 00:30:00,6972.6,76.80,TRADE
NSW1,2025/05/05 00:35:00,6919.6,76.80,TRADE
NSW1,2025/05/05 00:40:00,6962.01,78.92,TRADE
NSW1,2025/05/05 00:45:00,6978.79,76.80,TRADE
NSW1,2025/05/05 00:50:00,6957.66,76.80,TRADE
NSW1,2025/05/05 00:55:00,6927.88,76.80,TRADE
NSW1,2025/05/05 01:00:00,6875.82,76.58,TRADE
NSW1,2025/05/05 01:05:00,6858.75,76.58,TRADE
NSW1,2025/05/05 01:10:00,6804.84,73.67,TRADE
NSW1,2025/05/05 01:15:00,6727.08,72.84,TRADE
NSW1,2025/05/05 01:20:00,6774.79,76.58,TRADE
NSW1,2025/05/05 01:25:00,6708.83,73.30,TRADE
NSW1,2025/05/05 01:30:00,6683.68,72.83,TRADE
NSW1,2025/05/05 01:35:00,6582.52,72.94,TRADE
NSW1,2025/05/05 01:40:00,6764.16,76.80,TRADE
NSW1,2025/05/05 01:45:00,6715.57,76.80,TRADE
NSW1,2025/05/05 01:50:00,6731.56,76.68,TRADE
NSW1,2025/05/05 01:55:00,6697.03,76.74,TRADE
NSW1,2025/05/05 02:00:00,6651.53,76.59,TRADE
NSW1,2025/05/05 02:05:00,6617.81,73.93,TRADE
NSW1,2025/05/05 02:10:00,6551.04,74,TRADE
NSW1,2025/05/05 02:15:00,6525,74.48,TRADE
NSW1,2025/05/05 02:20:00,6510.06,76.59,TRADE
NSW1,2025/05/05 02:25:00,6483.48,76.80,TRADE
NSW1,2025/05/05 02:30:00,6476.46,76.80,TRADE
NSW1,2025/05/05 02:35:00,6415.32,76.80,TRADE
NSW1,2025/05/05 02:40:00,6393.51,76.59,TRADE
NSW1,2025/05/05 02:45:00,6401.75,75.03,TRADE
NSW1,2025/05/05 02:50:00,6428.3,75.53,TRADE
NSW1,2025/05/05 02:55:00,6383.04,75.02,TRADE
NSW1,2025/05/05 03:00:00,6378.7,62.40,TRADE
NSW1,2025/05/05 03:05:00,6297.42,62.03,TRADE
NSW1,2025/05/05 03:10:00,6291.18,74.11,TRADE
NSW1,2025/05/05 03:15:00,6303.09,76.59,TRADE
NSW1,2025/05/05 03:20:00,6301.35,74.55,TRADE
NSW1,2025/05/05 03:25:00,6329.03,75.05,TRADE
