REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2025/05/05 03:30:00,6259.09,62.47,TRADE
NSW1,2025/05/05 03:35:00,6345.09,75.54,TRADE
NSW1,2025/05/05 03:40:00,6332.51,75.93,TRADE
NSW1,2025/05/05 03:45:00,6364.9,75.95,TRADE
NSW1,2025/05/05 03:50:00,6375.73,76.18,TRADE
NSW1,2025/05/05 03:55:00,6291.07,75.47,TRADE
NSW1,2025/05/05 04:00:00,6321.83,75.95,TRADE
NSW1,2025/05/05 04:05:00,6341.86,75.94,TRADE
NSW1,2025/05/05 04:10:00,6367.4,76.44,TRADE
NSW1,2025/05/05 04:15:00,6294.86,75.90,TRADE
NSW1,2025/05/05 04:20:00,6331.3,76.80,TRADE
NSW1,2025/05/05 04:25:00,6368.35,76.59,TRADE
NSW1,2025/05/05 04:30:00,6320.85,76.38,TRADE
NSW1,2025/05/05 04:35:00,6367.63,76.36,TRADE
NSW1,2025/05/05 04:40:00,6443.72,76.80,TRADE
NSW1,2025/05/05 04:45:00,6355.03,76.37,TRADE
NSW1,2025/05/05 04:50:00,6398.18,76.80,TRADE
NSW1,2025/05/05 04:55:00,6387.54,76.80,TRADE
NSW1,2025/05/05 05:00:00,6461.1,76.59,TRADE
NSW1,2025/05/05 05:05:00,6523.96,76.23,TRADE
NSW1,2025/05/05 05:10:00,6594.31,76.80,TRADE
NSW1,2025/05/05 05:15:00,6634.89,76.80,TRADE
NSW1,2025/05/05 05:20:00,6729.55,78.54,TRADE
NSW1,2025/05/05 05:25:00,6750.62,77.54,TRADE
NSW1,2025/05/05 05:30:00,6792.36,78.53,TRADE
NSW1,2025/05/05 05:35:00,6771.47,74.13,TRADE
NSW1,2025/05/05 05:40:00,6818.44,76.59,TRADE
NSW1,2025/05/05 05:45:00,6859.51,76.80,TRADE
NSW1,2025/05/05 05:50:00,6911.1,76.80,TRADE
NSW1,2025/05/05 05:55:00,7013.55,76.91,TRADE
NSW1,2025/05/05 06:00:00,7088.9,77.44,TRADE
NSW1,2025/05/05 06:05:00,7224.67,76.80,TRADE
NSW1,2025/05/05 06:10:00,7350.18,77.52,TRADE
NSW1,2025/05/05 06:15:00,7492.58,80.02,TRADE
NSW1,2025/05/05 06:20:00,7602.59,80.02,TRADE
NSW1,2025/05/05 06:25:00,7733.87,84.75,TRADE
NSW1,2025/05/05 06:30:00,7751.07,85.21,TRADE
NSW1,2025/05/05 06:35:00,7681.15,80.02,TRADE
NSW1,2025/05/05 06:40:00,7883.1,81,TRADE
NSW1,2025/05/05 06:45:00,7868,81.06,TRADE
NSW1,2025/05/05 06:50:00,8043.31,85.61,TRADE
NSW1,2025/05/05 06:55:00,8058.05,84.85,TRADE
NSW1,2025/05/05 07:00:00,8098.56,80.02,TRADE
NSW1,2025/05/05 07:05:00,8103.89,82.60,TRADE
NSW1,2025/05/05 07:10:00,8092.75,84.01,TRADE
NSW1,2025/05/05 07:15:00,8173.93,84.85,TRADE
NSW1,2025/05/05 07:20:00,8157.16,80.02,TRADE
NSW1,2025/05/05 07:25:00,8068.22,61.66,TRADE
NSW1,2025/05/05 07:30:00,8074.31,60.01,TRADE
NSW1,2025/05/05 07:35:00,8048.57,63.71,TRADE
NSW1,2025/05/05 07:40:00,8101.94,60.01,TRADE
NSW1,2025/05/05 07:45:00,8026.72,53.81,TRADE
NSW1,2025/05/05 07:50:00,7938.32,52.45,TRADE
NSW1,2025/05/05 07:55:00,7869.2,51.17,TRADE
NSW1,2025/05/05 08:00:00,7810.88,36.52,TRADE
NSW1,2025/05/05 08:05:00,7785.38,36.50,TRADE
NSW1,2025/05/05 08:10:00,7820.17,9.38,TRADE
NSW1,2025/05/05 08:15:00,7628.31,-6.10,TRADE
NSW1,2025/05/05 08:20:00,7596.27,0,TRADE
NSW1,2025/05/05 08:25:00,7542.29,80.02,TRADE
NSW1,2025/05/05 08:30:00,7478.39,38.48,TRADE
NSW1,2025/05/05 08:35:00,7460.21,47.20,TRADE
NSW1,2025/05/05 08:40:00,7298.52,36.01,TRADE
NSW1,2025/05/05 08:45:00,7253.6,39.33,TRADE
NSW1,2025/05/05 08:50:00,7139.99,36.50,TRADE
NSW1,2025/05/05 08:55:00,7000.06,14.97,TRADE
NSW1,2025/05/05 09:00:00,6952.56,36.50,TRADE
NSW1,2025/05/05 09:05:00,6902.72,39.62,TRADE
NSW1,2025/05/05 09:10:00,7043.68,9.68,TRADE
NSW1,2025/05/05 09:15:00,6916.87,44.98,TRADE
NSW1,2025/05/05 09:20:00,6787.27,36.50,TRADE
NSW1,2025/05/05 09:25:00,6734.91,21.18,TRADE
NSW1,2025/05/05 09:30:00,6629.17,-17.63,TRADE
NSW1,2025/05/05 09:35:00,6673.6,-0.35,TRADE
NSW1,2025/05/05 09:40:00,6557.41,3.37,TRADE
NSW1,2025/05/05 09:45:00,6358.44,22.16,TRADE
NSW1,2025/05/05 09:50:00,6318.4,8.22,TRADE
NSW1,2025/05/05 09:55:00,6281.14,52.74,TRADE
NSW1,2025/05/05 10:00:00,6172.22,1.25,TRADE
NSW1,2025/05/05 10:05:00,6102.49,-20.51,TRADE
NSW1,2025/05/05 10:10:00,6305.62,0,TRADE
NSW1,2025/05/05 10:15:00,6217.83,1.42,TRADE
NSW1,2025/05/05 10:20:00,6216.94,-20.51,TRADE
NSW1,2025/05/05 10:25:00,6210.08,9.06,TRADE
NSW1,2025/05/05 10:30:00,6135.43,9.09,TRADE
NSW1,2025/05/05 10:35:00,6060.71,6.90,TRADE
NSW1,2025/05/05 10:40:00,6103.09,-17.44,TRADE
NSW1,2025/05/05 10:45:00,6077.29,-17.83,TRADE
NSW1,2025/05/05 10:50:00,6004.06,-17.21,TRADE
NSW1,2025/05/05 10:55:00,5900.62,-20.51,TRADE
NSW1,2025/05/05 11:00:00,5862.03,-5.26,TRADE
NSW1,2025/05/05 11:05:00,5849.92,-17.25,TRADE
NSW1,2025/05/05 11:10:00,5857.49,0,TRADE
NSW1,2025/05/05 11:15:00,5743.15,-20.51,TRADE
NSW1,2025/05/05 11:20:00,5717.07,-20.51,TRADE
NSW1,2025/05/05 11:25:00,5722.72,-20.51,TRADE
NSW1,2025/05/05 11:30:00,5672.25,-22.09,TRADE
NSW1,2025/05/05 11:35:00,5672.48,-20,TRADE
NSW1,2025/05/05 11:40:00,5766.97,0,TRADE
NSW1,2025/05/05 11:45:00,5669.3,-17.91,TRADE
NSW1,2025/05/05 11:50:00,5682.03,-20.51,TRADE
NSW1,2025/05/05 11:55:00,5605.33,-20.51,TRADE
NSW1,2025/05/05 12:00:00,5629.48,-20.51,TRADE
NSW1,2025/05/05 12:05:00,5678.3,-22.01,TRADE
NSW1,2025/05/05 12:10:00,5566.65,-22.59,TRADE
NSW1,2025/05/05 12:15:00,5718.59,-22.15,TRADE
NSW1,2025/05/05 12:20:00,5613.1,-22.38,TRADE
NSW1,2025/05/05 12:25:00,5628.2,-21.47,TRADE
NSW1,2025/05/05 12:30:00,5647.66,-18,TRADE
NSW1,2025/05/05 12:35:00,5630.78,-17.17,TRADE
NSW1,2025/05/05 12:40:00,5658.93,-18,TRADE
NSW1,2025/05/05 12:45:00,5583.47,-8.73,TRADE
NSW1,2025/05/05 12:50:00,5636.63,-5.70,TRADE
NSW1,2025/05/05 12:55:00,5682.04,-16.62,TRADE
NSW1,2025/05/05 13:00:00,5711.87,-18,TRADE
NSW1,2025/05/05 13:05:00,5741.89,-20.51,TRADE
NSW1,2025/05/05 13:10:00,5754.53,52.29,TRADE
NSW1,2025/05/05 13:15:00,5730.15,-15.66,TRADE
NSW1,2025/05/05 13:20:00,5813.39,-18,TRADE
NSW1,2025/05/05 13:25:00,5833.37,37.61,TRADE
NSW1,2025/05/05 13:30:00,5916.51,48.93,TRADE
NSW1,2025/05/05 13:35:00,5943.36,0,TRADE
NSW1,2025/05/05 13:40:00,6022.07,-18,TRADE
NSW1,2025/05/05 13:45:00,5968.11,38.99,TRADE
NSW1,2025/05/05 13:50:00,6057.81,36.50,TRADE
NSW1,2025/05/05 13:55:00,5876.74,-16.88,TRADE
NSW1,2025/05/05 14:00:00,5787.89,0,TRADE
NSW1,2025/05/05 14:05:00,5969.78,55.78,TRADE
NSW1,2025/05/05 14:10:00,6031.03,36.50,TRADE
NSW1,2025/05/05 14:15:00,6121.25,36.50,TRADE
NSW1,2025/05/05 14:20:00,6142.18,24.25,TRADE
NSW1,2025/05/05 14:25:00,6264.11,-2.10,TRADE
NSW1,2025/05/05 14:30:00,6365.53,24.83,TRADE
NSW1,2025/05/05 14:35:00,6689.89,36.06,TRADE
NSW1,2025/05/05 14:40:00,6716.09,37.40,TRADE
NSW1,2025/05/05 14:45:00,6809.69,56.98,TRADE
NSW1,2025/05/05 14:50:00,6861.31,0,TRADE
NSW1,2025/05/05 14:55:00,6954.26,36.50,TRADE
NSW1,2025/05/05 15:00:00,6930.34,36.50,TRADE
NSW1,2025/05/05 15:05:00,7113.86,89.60,TRADE
NSW1,2025/05/05 15:10:00,7227.09,90.77,TRADE
NSW1,2025/05/05 15:15:00,7241.97,97.28,TRADE
NSW1,2025/05/05 15:20:00,7303.75,80.02,TRADE
NSW1,2025/05/05 15:25:00,7250.4,25.35,TRADE
NSW1,2025/05/05 15:30:00,7454.41,57.95,TRADE
NSW1,2025/05/05 15:35:00,7415.34,87.46,TRADE
NSW1,2025/05/05 15:40:00,7530.22,97.24,TRADE
NSW1,2025/05/05 15:45:00,7608.63,96.04,TRADE
NSW1,2025/05/05 15:50:00,7776.8,71.64,TRADE
NSW1,2025/05/05 15:55:00,7871.29,81.96,TRADE
NSW1,2025/05/05 16:00:00,7895.86,95.64,TRADE
NSW1,2025/05/05 16:05:00,7968.71,76.80,TRADE
NSW1,2025/05/05 16:10:00,8063.45,80.02,TRADE
NSW1,2025/05/05 16:15:00,8092.43,92.75,TRADE
NSW1,2025/05/05 16:20:00,8191.13,80.02,TRADE
NSW1,2025/05/05 16:25:00,8261.96,100.64,TRADE
NSW1,2025/05/05 16:30:00,8427.62,119.99,TRADE
NSW1,2025/05/05 16:35:00,8505.62,119.99,TRADE
NSW1,2025/05/05 16:40:00,8538.3,101.90,TRADE
NSW1,2025/05/05 16:45:00,8542.18,119.99,TRADE
NSW1,2025/05/05 16:50:00,8706.89,159.95,TRADE
NSW1,2025/05/05 16:55:00,8739.33,275.65,TRADE
NSW1,2025/05/05 17:00:00,8805.85,207.27,TRADE
NSW1,2025/05/05 17:05:00,8844.85,164.56,TRADE
NSW1,2025/05/05 17:10:00,8890.51,189.89,TRADE
NSW1,2025/05/05 17:15:00,8860.27,163.77,TRADE
NSW1,2025/05/05 17:20:00,8928.33,162.82,TRADE
NSW1,2025/05/05 17:25:00,9055.82,197.25,TRADE
NSW1,2025/05/05 17:30:00,9146,299.99,TRADE
NSW1,2025/05/05 17:35:00,9164.04,224.89,TRADE
NSW1,2025/05/05 17:40:00,9194.62,195.02,TRADE
NSW1,2025/05/05 17:45:00,9333.36,195,TRADE
NSW1,2025/05/05 17:50:00,9384.03,284.96,TRADE
NSW1,2025/05/05 17:55:00,9371.46,284.96,TRADE
NSW1,2025/05/05 18:00:00,9398.66,284.96,TRADE
NSW1,2025/05/05 18:05:00,9319.41,205.68,TRADE
NSW1,2025/05/05 18:10:00,9239.74,204.52,TRADE
NSW1,2025/05/05 18:15:00,9239.09,204.92,TRADE
NSW1,2025/05/05 18:20:00,9301.34,284.96,TRADE
NSW1,2025/05/05 18:25:00,9224.84,284.96,TRADE
NSW1,2025/05/05 18:30:00,9252.83,230.53,TRADE
NSW1,2025/05/05 18:35:00,9219.62,278.33,TRADE
NSW1,2025/05/05 18:40:00,9228.71,284.96,TRADE
NSW1,2025/05/05 18:45:00,9168.15,284.96,TRADE
NSW1,2025/05/05 18:50:00,9052.56,229.60,TRADE
NSW1,2025/05/05 18:55:00,9004.7,170.36,TRADE
NSW1,2025/05/05 19:00:00,9024.87,168.36,TRADE
NSW1,2025/05/05 19:05:00,8956.48,159.95,TRADE
NSW1,2025/05/05 19:10:00,8887.67,159.95,TRADE
NSW1,2025/05/05 19:15:00,8822.26,159.95,TRADE
NSW1,2025/05/05 19:20:00,8826.35,159.95,TRADE
NSW1,2025/05/05 19:25:00,8806.05,159.95,TRADE
NSW1,2025/05/05 19:30:00,8750.83,159.95,TRADE
NSW1,2025/05/05 19:35:00,8733.27,159.95,TRADE
NSW1,2025/05/05 19:40:00,8701.95,141.32,TRADE
NSW1,2025/05/05 19:45:00,8589.42,133.56,TRADE
NSW1,2025/05/05 19:50:00,8592.5,119.99,TRADE
NSW1,2025/05/05 19:55:00,8612.08,119.99,TRADE
NSW1,2025/05/05 20:00:00,8573.98,119.99,TRADE
NSW1,2025/05/05 20:05:00,8531.75,146.73,TRADE
NSW1,2025/05/05 20:10:00,8524.54,159.95,TRADE
NSW1,2025/05/05 20:15:00,8513.11,159.95,TRADE
NSW1,2025/05/05 20:20:00,8514.3,159.95,TRADE
NSW1,2025/05/05 20:25:00,8533.33,159.95,TRADE
NSW1,2025/05/05 20:30:00,8399.42,147.81,TRADE
NSW1,2025/05/05 20:35:00,8346.17,139.55,TRADE
NSW1,2025/05/05 20:40:00,8287.08,134.57,TRADE
NSW1,2025/05/05 20:45:00,8274.82,119.99,TRADE
NSW1,2025/05/05 20:50:00,8247.28,113.98,TRADE
NSW1,2025/05/05 20:55:00,8241.34,114.07,TRADE
NSW1,2025/05/05 21:00:00,8241.6,104.35,TRADE
NSW1,2025/05/05 21:05:00,8144.64,87.55,TRADE
NSW1,2025/05/05 21:10:00,8123.34,86.60,TRADE
NSW1,2025/05/05 21:15:00,8214.41,112.11,TRADE
NSW1,2025/05/05 21:20:00,8164.07,111.51,TRADE
NSW1,2025/05/05 21:25:00,8172.63,101.65,TRADE
NSW1,2025/05/05 21:30:00,7999.14,81.51,TRADE
NSW1,2025/05/05 21:35:00,8019.3,83.98,TRADE
NSW1,2025/05/05 21:40:00,8015.71,84.81,TRADE
NSW1,2025/05/05 21:45:00,7909.31,80.02,TRADE
NSW1,2025/05/05 21:50:00,7950.02,80.28,TRADE
NSW1,2025/05/05 21:55:00,7826.25,80.02,TRADE
NSW1,2025/05/05 22:00:00,7765.73,80.02,TRADE
NSW1,2025/05/05 22:05:00,7682.47,76.84,TRADE
NSW1,2025/05/05 22:10:00,7793.04,80.02,TRADE
NSW1,2025/05/05 22:15:00,7762.35,91.29,TRADE
NSW1,2025/05/05 22:20:00,7878.54,93.59,TRADE
NSW1,2025/05/05 22:25:00,7796.17,92.49,TRADE
NSW1,2025/05/05 22:30:00,7757.29,82.22,TRADE
NSW1,2025/05/05 22:35:00,7761.65,82.78,TRADE
NSW1,2025/05/05 22:40:00,7749.98,80.02,TRADE
NSW1,2025/05/05 22:45:00,7769.83,83.45,TRADE
NSW1,2025/05/05 22:50:00,7641.06,80.02,TRADE
NSW1,2025/05/05 22:55:00,7562.48,76.80,TRADE
NSW1,2025/05/05 23:00:00,7598.97,76.80,TRADE
NSW1,2025/05/05 23:05:00,7618.54,80.02,TRADE
NSW1,2025/05/05 23:10:00,7609.97,78.37,TRADE
NSW1,2025/05/05 23:15:00,7521.85,76.79,TRADE
NSW1,2025/05/05 23:20:00,7489.07,76.80,TRADE
NSW1,2025/05/05 23:25:00,7424.71,76.80,TRADE
NSW1,2025/05/05 23:30:00,7417.05,76.59,TRADE
NSW1,2025/05/05 23:35:00,7462.71,78.99,TRADE
NSW1,2025/05/05 23:40:00,7387.18,76.75,TRADE
NSW1,2025/05/05 23:45:00,7275.33,73.96,TRADE
NSW1,2025/05/05 23:50:00,7352.76,76.80,TRADE
NSW1,2025/05/05 23:55:00,7305.53,76.60,TRADE
NSW1,2025/05/06 00:00:00,7264.67,64.21,TRADE
NSW1,2025/05/06 00:05:00,7185.93,76.59,TRADE
NSW1,2025/05/06 00:10:00,7185.01,76.80,TRADE
NSW1,2025/05/06 00:15:00,7203.51,78.63,TRADE
NSW1,2025/05/06 00:20:00,7200.2,78.34,TRADE
NSW1,2025/05/06 00:25:00,7145.24,76.80,TRADE
NSW1,2025/05/06 00:30:00,7196.39,76.59,TRADE
NSW1,2025/05/06 00:35:00,7085.35,61.97,TRADE
NSW1,2025/05/06 00:40:00,7029.72,72.92,TRADE
NSW1,2025/05/06 00:45:00,7042.8,73.91,TRADE
NSW1,2025/05/06 00:50:00,6970.51,73.51,TRADE
NSW1,2025/05/06 00:55:00,6972.28,79.79,TRADE
NSW1,2025/05/06 01:00:00,6957.53,75.42,TRADE
NSW1,2025/05/06 01:05:00,6906.37,76.59,TRADE
NSW1,2025/05/06 01:10:00,6959.6,80.02,TRADE
NSW1,2025/05/06 01:15:00,6942.9,80.02,TRADE
NSW1,2025/05/06 01:20:00,6880.08,76.58,TRADE
NSW1,2025/05/06 01:25:00,6901.16,76.58,TRADE
NSW1,2025/05/06 01:30:00,6861.91,76.58,TRADE
NSW1,2025/05/06 01:35:00,6770.46,76.59,TRADE
NSW1,2025/05/06 01:40:00,6756.64,80.02,TRADE
NSW1,2025/05/06 01:45:00,6719.43,65.63,TRADE
NSW1,2025/05/06 01:50:00,6701.37,76.54,TRADE
NSW1,2025/05/06 01:55:00,6640.26,76.12,TRADE
NSW1,2025/05/06 02:00:00,6641.79,65.69,TRADE
NSW1,2025/05/06 02:05:00,6552.74,76.23,TRADE
NSW1,2025/05/06 02:10:00,6472.84,64.55,TRADE
NSW1,2025/05/06 02:15:00,6418.7,59.77,TRADE
NSW1,2025/05/06 02:20:00,6408.59,59.62,TRADE
NSW1,2025/05/06 02:25:00,6406.07,57.27,TRADE
NSW1,2025/05/06 02:30:00,6404.64,57.29,TRADE
NSW1,2025/05/06 02:35:00,6316.94,56.98,TRADE
NSW1,2025/05/06 02:40:00,6426.82,65.22,TRADE
NSW1,2025/05/06 02:45:00,6344.42,57.29,TRADE
NSW1,2025/05/06 02:50:00,6364.47,57.01,TRADE
NSW1,2025/05/06 02:55:00,6347.81,57.01,TRADE
NSW1,2025/05/06 03:00:00,6303.4,57.01,TRADE
NSW1,2025/05/06 03:05:00,6260.61,56.98,TRADE
NSW1,2025/05/06 03:10:00,6457.25,74,TRADE
NSW1,2025/05/06 03:15:00,6435.22,57.01,TRADE
NSW1,2025/05/06 03:20:00,6466.27,61.91,TRADE
NSW1,2025/05/06 03:25:00,6415.64,57.01,TRADE
NSW1,2025/05/06 03:30:00,6365.2,57.01,TRADE
NSW1,2025/05/06 03:35:00,6340.32,56.98,TRADE
NSW1,2025/05/06 03:40:00,6371.66,57.01,TRADE
NSW1,2025/05/06 03:45:00,6359.41,57.01,TRADE
NSW1,2025/05/06 03:50:00,6339.41,57.01,TRADE
NSW1,2025/05/06 03:55:00,6331.01,57.01,TRADE
NSW1,2025/05/06 04:00:00,6264.92,54.42,TRADE
NSW1,2025/05/06 04:05:00,6249.07,71.78,TRADE
NSW1,2025/05/06 04:10:00,6282.41,57.01,TRADE
NSW1,2025/05/06 04:15:00,6271.65,57.01,TRADE
NSW1,2025/05/06 04:20:00,6322.46,72.59,TRADE
NSW1,2025/05/06 04:25:00,6318.79,57.01,TRADE
NSW1,2025/05/06 04:30:00,6322.81,73.44,TRADE
NSW1,2025/05/06 04:35:00,6335.34,76.59,TRADE
NSW1,2025/05/06 04:40:00,6346.04,76.80,TRADE
NSW1,2025/05/06 04:45:00,6410.6,76.80,TRADE
NSW1,2025/05/06 04:50:00,6335.16,76.80,TRADE
NSW1,2025/05/06 04:55:00,6361.25,76.80,TRADE
NSW1,2025/05/06 05:00:00,6369.04,76.31,TRADE
NSW1,2025/05/06 05:05:00,6479.72,71.47,TRADE
NSW1,2025/05/06 05:10:00,6463.63,73.81,TRADE
NSW1,2025/05/06 05:15:00,6573.2,74.71,TRADE
NSW1,2025/05/06 05:20:00,6643.87,76.80,TRADE
NSW1,2025/05/06 05:25:00,6692.91,76.80,TRADE
NSW1,2025/05/06 05:30:00,6704.35,76.80,TRADE
NSW1,2025/05/06 05:35:00,6744.96,76.59,TRADE
NSW1,2025/05/06 05:40:00,6830.87,80.02,TRADE
NSW1,2025/05/06 05:45:00,6879.34,80.02,TRADE
NSW1,2025/05/06 05:50:00,6934.66,80.05,TRADE
NSW1,2025/05/06 05:55:00,6930.64,92.68,TRADE
NSW1,2025/05/06 06:00:00,7052.13,119.99,TRADE
NSW1,2025/05/06 06:05:00,7146.91,80.02,TRADE
NSW1,2025/05/06 06:10:00,7312.9,108.50,TRADE
NSW1,2025/05/06 06:15:00,7422.98,119.99,TRADE
NSW1,2025/05/06 06:20:00,7503.81,130.15,TRADE
NSW1,2025/05/06 06:25:00,7596.07,141.86,TRADE
NSW1,2025/05/06 06:30:00,7638.87,159.95,TRADE
NSW1,2025/05/06 06:35:00,7723.76,159.95,TRADE
NSW1,2025/05/06 06:40:00,7737.94,159.95,TRADE
NSW1,2025/05/06 06:45:00,7825.53,159.95,TRADE
NSW1,2025/05/06 06:50:00,7851.67,120,TRADE
NSW1,2025/05/06 06:55:00,7959.92,132.57,TRADE
NSW1,2025/05/06 07:00:00,7924.33,119.99,TRADE
NSW1,2025/05/06 07:05:00,7927.67,119.99,TRADE
NSW1,2025/05/06 07:10:00,7891.62,108.89,TRADE
NSW1,2025/05/06 07:15:00,7923.75,99.59,TRADE
NSW1,2025/05/06 07:20:00,7959.99,80.02,TRADE
NSW1,2025/05/06 07:25:00,8004.79,84.44,TRADE
NSW1,2025/05/06 07:30:00,7905.31,79.74,TRADE
NSW1,2025/05/06 07:35:00,7799.39,55.80,TRADE
NSW1,2025/05/06 07:40:00,7810.42,55.34,TRADE
NSW1,2025/05/06 07:45:00,7753.77,57.01,TRADE
NSW1,2025/05/06 07:50:00,7694.09,22.92,TRADE
NSW1,2025/05/06 07:55:00,7661.17,0.15,TRADE
NSW1,2025/05/06 08:00:00,7670.29,10.26,TRADE
NSW1,2025/05/06 08:05:00,7655.35,0.01,TRADE
NSW1,2025/05/06 08:10:00,7573.15,0.01,TRADE
NSW1,2025/05/06 08:15:00,7560.92,36.50,TRADE
NSW1,2025/05/06 08:20:00,7386.42,35.88,TRADE
NSW1,2025/05/06 08:25:00,7275.57,35.77,TRADE
NSW1,2025/05/06 08:30:00,7133.65,-2,TRADE
NSW1,2025/05/06 08:35:00,7152.18,0,TRADE
NSW1,2025/05/06 08:40:00,7102.02,-2.22,TRADE
NSW1,2025/05/06 08:45:00,6936.95,-14.99,TRADE
NSW1,2025/05/06 08:50:00,6850.93,-11.50,TRADE
NSW1,2025/05/06 08:55:00,6851.46,-12.77,TRADE
NSW1,2025/05/06 09:00:00,6774.84,-14.86,TRADE
NSW1,2025/05/06 09:05:00,6829.65,0,TRADE
NSW1,2025/05/06 09:10:00,6860.28,-6.10,TRADE
NSW1,2025/05/06 09:15:00,6818.88,36.50,TRADE
NSW1,2025/05/06 09:20:00,6644.15,36.50,TRADE
NSW1,2025/05/06 09:25:00,6692.31,29,TRADE
NSW1,2025/05/06 09:30:00,6527.4,3.62,TRADE
NSW1,2025/05/06 09:35:00,6552.78,108.50,TRADE
NSW1,2025/05/06 09:40:00,6509.89,-16.77,TRADE
NSW1,2025/05/06 09:45:00,6427.32,36.50,TRADE
NSW1,2025/05/06 09:50:00,6445.27,36.50,TRADE
NSW1,2025/05/06 09:55:00,6399.63,23.66,TRADE
NSW1,2025/05/06 10:00:00,6424.69,-20.51,TRADE
NSW1,2025/05/06 10:05:00,6314.88,-15.98,TRADE
NSW1,2025/05/06 10:10:00,6410.49,-8.55,TRADE
NSW1,2025/05/06 10:15:00,6406.97,-16.04,TRADE
NSW1,2025/05/06 10:20:00,6373.92,0,TRADE
NSW1,2025/05/06 10:25:00,6392.79,10.14,TRADE
NSW1,2025/05/06 10:30:00,6286.51,0,TRADE
NSW1,2025/05/06 10:35:00,6206.24,0,TRADE
NSW1,2025/05/06 10:40:00,6332.03,16.59,TRADE
NSW1,2025/05/06 10:45:00,6353.54,45,TRADE
NSW1,2025/05/06 10:50:00,6319.21,15.37,TRADE
NSW1,2025/05/06 10:55:00,6222.98,22.74,TRADE
NSW1,2025/05/06 11:00:00,6155.49,8.42,TRADE
NSW1,2025/05/06 11:05:00,6100.51,18.31,TRADE
NSW1,2025/05/06 11:10:00,5944.86,0,TRADE
NSW1,2025/05/06 11:15:00,5964.78,15.14,TRADE
NSW1,2025/05/06 11:20:00,5751.01,0,TRADE
NSW1,2025/05/06 11:25:00,5755.83,5.95,TRADE
NSW1,2025/05/06 11:30:00,5733.84,8.96,TRADE
NSW1,2025/05/06 11:35:00,5789.85,0.14,TRADE
NSW1,2025/05/06 11:40:00,5787.05,17.85,TRADE
NSW1,2025/05/06 11:45:00,5799.87,27.61,TRADE
NSW1,2025/05/06 11:50:00,5823.24,-5.97,TRADE
NSW1,2025/05/06 11:55:00,5839.3,28.42,TRADE
NSW1,2025/05/06 12:00:00,5796.2,21.08,TRADE
NSW1,2025/05/06 12:05:00,5783.17,20.22,TRADE
NSW1,2025/05/06 12:10:00,5917.43,36.50,TRADE
NSW1,2025/05/06 12:15:00,5906.82,35.24,TRADE
NSW1,2025/05/06 12:20:00,5788.89,35.10,TRADE
NSW1,2025/05/06 12:25:00,5793.3,41.40,TRADE
NSW1,2025/05/06 12:30:00,5787.5,32.36,TRADE
NSW1,2025/05/06 12:35:00,5816.98,21.12,TRADE
NSW1,2025/05/06 12:40:00,5903.83,11.43,TRADE
NSW1,2025/05/06 12:45:00,5811.77,31.51,TRADE
NSW1,2025/05/06 12:50:00,5810.19,36.50,TRADE
NSW1,2025/05/06 12:55:00,5758.45,6.74,TRADE
NSW1,2025/05/06 13:00:00,5772.79,11.27,TRADE
NSW1,2025/05/06 13:05:00,5746.98,6.88,TRADE
NSW1,2025/05/06 13:10:00,5752.6,10.91,TRADE
NSW1,2025/05/06 13:15:00,5749.36,4,TRADE
NSW1,2025/05/06 13:20:00,5819.09,8.96,TRADE
NSW1,2025/05/06 13:25:00,5791.14,20.41,TRADE
NSW1,2025/05/06 13:30:00,5792.62,5.43,TRADE
NSW1,2025/05/06 13:35:00,5783.63,11.82,TRADE
NSW1,2025/05/06 13:40:00,5802.96,23.63,TRADE
NSW1,2025/05/06 13:45:00,5823.11,0.19,TRADE
NSW1,2025/05/06 13:50:00,5768.87,12.72,TRADE
NSW1,2025/05/06 13:55:00,5786.58,18.30,TRADE
NSW1,2025/05/06 14:00:00,5801.55,34.10,TRADE
NSW1,2025/05/06 14:05:00,5859.43,-13.54,TRADE
NSW1,2025/05/06 14:10:00,5964.91,-10.23,TRADE
NSW1,2025/05/06 14:15:00,6086.7,-13.66,TRADE
NSW1,2025/05/06 14:20:00,6147.32,-3.19,TRADE
NSW1,2025/05/06 14:25:00,6181.87,7.58,TRADE
NSW1,2025/05/06 14:30:00,6260.17,42.43,TRADE
NSW1,2025/05/06 14:35:00,6311.81,18.33,TRADE
NSW1,2025/05/06 14:40:00,6316.71,18.03,TRADE
NSW1,2025/05/06 14:45:00,6442.92,36.50,TRADE
NSW1,2025/05/06 14:50:00,6543.61,59.69,TRADE
NSW1,2025/05/06 14:55:00,6563.58,43.14,TRADE
NSW1,2025/05/06 15:00:00,6656.04,51.49,TRADE
NSW1,2025/05/06 15:05:00,6693.84,60.23,TRADE
NSW1,2025/05/06 15:10:00,6862.52,-6.35,TRADE
NSW1,2025/05/06 15:15:00,6930.46,80.02,TRADE
NSW1,2025/05/06 15:20:00,6952.82,50.72,TRADE
NSW1,2025/05/06 15:25:00,7096.15,17.76,TRADE
NSW1,2025/05/06 15:30:00,7250.67,80.38,TRADE
NSW1,2025/05/06 15:35:00,7294.44,39.74,TRADE
NSW1,2025/05/06 15:40:00,7457.64,57.01,TRADE
NSW1,2025/05/06 15:45:00,7572.23,115.73,TRADE
